exercise_id,name,pattern,plane,mechanic,unilateral,primary_muscle,primary_activation,secondary_muscles,secondary_activations,stabilizers,joint_stress_spine,joint_stress_knee,joint_stress_shoulder,global_instability,coordination_demand,constraint_profile
GLUTE-034,Hip-thrust-a-la-smith-machine,hip_extension,sagittal,isolation,false,gluteus_maximus,0.85,hamstrings,0.15,core,4,2,2,3,3,guided_bar
GLUTE-035,Hip-thrust-avec-sangles-de-suspension,hip_extension,sagittal,compound,false,gluteus_maximus,0.8,hamstrings|core,0.15|0.05,core,5,2,2,7,7,instability_high
GLUTE-036,Hip-thrust-barre-unilateral,hip_extension,sagittal,compound,true,gluteus_maximus,0.85,hamstrings,0.15,core,5,2,2,6,6,unilateral_load
GLUTE-037,Hip-thrust-machine-leg-extension,hip_extension,sagittal,compound,false,gluteus_maximus,0.8,quadriceps|hamstrings,0.1|0.1,core,4,3,2,2,2,hybrid_machine
GLUTE-038,Hip-thrusts-a-genoux-avec-elastique,hip_extension,sagittal,isolation,false,gluteus_maximus,0.75,hamstrings,0.25,core,3,1,1,5,5,elastic_resistance
GLUTE-039,Hips-thrust,hip_extension,sagittal,isolation,false,gluteus_maximus,0.85,hamstrings,0.15,core,4,2,2,3,3,free_weight_simple
GLUTE-040,Homme-faisant-un-squat-avec-barre,squat,sagittal,compound,false,quadriceps,0.55,gluteus_maximus|hamstrings,0.3|0.15,core,7,5,2,4,4,barbell_load
GLUTE-041,Hyperextension-inversee-ballon-gym,spine_extension,sagittal,compound,false,gluteus_maximus,0.6,hamstrings|spine_erectors,0.25|0.15,core,6,3,1,6,6,instability_high
GLUTE-042,Kettlebell-swing,hip_hinge,sagittal,compound,false,gluteus_maximus,0.65,hamstrings|core,0.25|0.1,core,7,3,2,7,7,ballistic
GLUTE-043,Leg-press-sur-le-cote,unilateral_leg_press,frontal,compound,true,quadriceps,0.6,gluteus_maximus|adductors,0.25|0.15,core,4,5,2,5,5,angled_machine
GLUTE-044,Marche-avec-elastique,locomotion,sagittal,compound,false,gluteus_medius,0.6,gluteus_maximus|quadriceps,0.25|0.15,core,3,2,1,6,6,elastic_walk
GLUTE-045,Montees-sur-banc-exercice-musculation,step_up,sagittal,compound,true,gluteus_maximus,0.6,quadriceps|hamstrings,0.25|0.15,core,4,4,2,5,5,bodyweight_load
GLUTE-046,Montees-sur-banc-lateral-avec-halteres,step_up,frontal,compound,true,gluteus_medius,0.6,gluteus_maximus|quadriceps,0.25|0.15,core,5,4,2,6,6,lateral_load
GLUTE-047,Montees-sur-banc-laterales-avec-barre-barbell-bench-lateral-step-up,step_up,frontal,compound,true,gluteus_medius,0.6,gluteus_maximus|quadriceps,0.25|0.15,core,6,5,2,6,6,barbell_lateral
GLUTE-048,Pin-squat,squat,sagittal,compound,false,quadriceps,0.6,gluteus_maximus|hamstrings,0.25|0.15,core,7,5,2,3,3,paused_load
GLUTE-049,Pistol-squat-assiste,unilateral_squat,sagittal,compound,true,quadriceps,0.55,gluteus_maximus|hamstrings,0.3|0.15,core,6,4,2,8,8,high_unilateral
GLUTE-050,Planche-inversee-abdos,core_stability,sagittal,isometric,false,gluteus_maximus,0.4,hamstrings|core,0.3|0.3,core,5,2,2,7,7,anti_gravity
GLUTE-051,Position-bassin-souleve-de-terre,hinge_mechanics,sagittal,educational,false,gluteus_maximus,0.5,hamstrings|core,0.3|0.2,core,3,3,2,2,3,motor_control
GLUTE-052,Presse-a-cuisse-exercice-musculation,leg_press,sagittal,compound,false,quadriceps,0.65,gluteus_maximus|hamstrings,0.2|0.15,knee,5,6,2,2,2,machine_stability
GLUTE-053,Presse-a-cuisse-sur-le-cote,leg_press,frontal,compound,true,quadriceps,0.6,gluteus_medius|gluteus_maximus,0.25|0.15,knee,5,6,2,4,4,angled_press
GLUTE-054,Presse-a-cuisses-verticale,leg_press,sagittal,compound,false,quadriceps,0.7,gluteus_maximus|hamstrings,0.2|0.1,knee,6,7,2,3,3,vertical_load
GLUTE-055,Pull-through,hip_hinge,sagittal,compound,false,gluteus_maximus,0.7,hamstrings|core,0.2|0.1,core,5,2,2,5,5,cable_hinge
GLUTE-056,Pull-through-a-la-poulie,hip_hinge,sagittal,compound,false,gluteus_maximus,0.7,hamstrings|core,0.2|0.1,core,5,2,2,5,5,cable_control
GLUTE-057,Rack-pull,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,spine_erectors|hamstrings,0.25|0.15,core,8,3,3,4,4,heavy_partial
GLUTE-058,Reeves-deadlift,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,hamstrings|core,0.25|0.15,core,8,4,3,6,6,grip_load
GLUTE-059,Reverse-hyperextension,spine_extension,sagittal,compound,false,gluteus_maximus,0.6,hamstrings|spine_erectors,0.3|0.1,core,6,2,1,5,5,decompression
GLUTE-060,Sled-push-hyrox,locomotion,sagittal,compound,false,gluteus_maximus,0.6,quadriceps|calves,0.3|0.1,core,4,6,1,6,6,conditioning_load
GLUTE-061,Souleve-de-terre,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,hamstrings|spine_erectors,0.25|0.15,core,8,4,3,5,5,hinge_load
GLUTE-062,Souleve-de-terre-a-la-trap-bar,hip_hinge,sagittal,compound,false,gluteus_maximus,0.65,quadriceps|hamstrings,0.2|0.15,core,7,5,2,4,4,trap_bar_load
GLUTE-063,Souleve-de-terre-avec-deficit,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,hamstrings|spine_erectors,0.3|0.1,core,8,4,3,6,6,range_extension
GLUTE-064,Souleve-de-terre-avec-elastique,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,hamstrings|core,0.3|0.1,core,6,3,2,5,5,elastic_resistance
GLUTE-065,Souleve-de-terre-avec-machine,hip_hinge,sagittal,compound,false,gluteus_maximus,0.65,hamstrings|core,0.25|0.1,core,5,3,2,3,3,machine_stability
GLUTE-066,Souleve-de-terre-jambes-tendues,hip_hinge,sagittal,compound,false,hamstrings,0.6,gluteus_maximus|spine_erectors,0.25|0.15,core,7,3,2,5,5,posterior_chain
GLUTE-067,Souleve-de-terre-roumain,hip_hinge,sagittal,compound,false,hamstrings,0.6,gluteus_maximus|spine_erectors,0.3|0.1,core,7,3,2,5,5,posterior_chain
GLUTE-068,Souleve-de-terre-roumain-kettlebell,hip_hinge,sagittal,compound,false,hamstrings,0.6,gluteus_maximus|core,0.3|0.1,core,6,3,2,6,6,offset_load
GLUTE-069,Souleve-de-terre-roumain-landmine,hip_hinge,sagittal,compound,false,hamstrings,0.6,gluteus_maximus|core,0.3|0.1,core,6,3,2,4,4,angled_load
GLUTE-070,Souleve-de-terre-sumo,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,adductors|quadriceps,0.25|0.15,core,7,4,2,5,5,wide_stance
GLUTE-071,Souleve-de-terre-sumo-haltere,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,adductors|hamstrings,0.25|0.15,core,6,4,2,5,5,dumbbell_load
GLUTE-072,Souleve-de-terre-sumo-kettlebell,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,adductors|hamstrings,0.25|0.15,core,6,4,2,6,6,offset_load
GLUTE-073,Souleve-de-terre-sumo-landmine,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,adductors|hamstrings,0.25|0.15,core,6,4,2,4,4,angled_load
GLUTE-074,Souleve-de-terre-valise-a-un-bras,hip_hinge,sagittal,compound,true,gluteus_maximus,0.6,hamstrings|core,0.25|0.15,core,7,4,2,7,7,anti_lateral_flexion
GLUTE-075,Squat-avec-rotation-du-tronc,squat_rotation,transverse,compound,false,gluteus_maximus,0.5,obliques|quadriceps,0.3|0.2,core,5,4,2,8,8,rotational_load
GLUTE-076,Squat-avec-sangles-de-suspension,squat,sagittal,compound,false,gluteus_maximus,0.55,quadriceps|core,0.3|0.15,core,5,4,2,7,7,instability_high
GLUTE-077,Squat-barre-devant-front,front_squat,sagittal,compound,false,quadriceps,0.65,gluteus_maximus|core,0.2|0.15,core,6,5,2,4,4,front_load
GLUTE-078,Squat-bulgare-halteres-exercice-musculation,unilateral_squat,sagittal,compound,true,gluteus_maximus,0.6,quadriceps|hamstrings,0.25|0.15,core,6,4,2,7,7,unilateral_load
GLUTE-079,Squat-goblet-exercice-musculation,squat,sagittal,compound,false,quadriceps,0.6,gluteus_maximus|core,0.25|0.15,core,5,4,2,4,4,front_load
GLUTE-080,Squat-goblet-kettlebell,squat,sagittal,compound,false,quadriceps,0.6,gluteus_maximus|core,0.25|0.15,core,5,4,2,5,5,offset_load
GLUTE-081,Squat-landmine,squat,sagittal,compound,false,gluteus_maximus,0.55,quadriceps|core,0.3|0.15,core,5,4,2,4,4,angled_load
GLUTE-082,Squat-pistol,unilateral_squat,sagittal,compound,true,quadriceps,0.55,gluteus_maximus|hamstrings,0.3|0.15,core,7,5,2,9,9,high_unilateral
GLUTE-083,Squat-saute-exercice-musculation-jambes,squat_jump,sagittal,plyometric,false,gluteus_maximus,0.5,quadriceps|calves,0.3|0.2,core,5,4,1,8,8,plyometric
GLUTE-084,Squat-sumo-avec-haltere,squat,sagittal,compound,false,gluteus_maximus,0.6,adductors|quadriceps,0.25|0.15,core,5,5,2,5,5,wide_stance
GLUTE-085,Thruster,full_body_push,frontal,compound,false,quadriceps,0.4,gluteus_maximus|anterior_deltoid,0.3|0.3,core,6,5,5,6,7,metabolic_complex
GLUTE-086,Thruster-kettlebell,full_body_push,frontal,compound,false,quadriceps,0.4,gluteus_maximus|anterior_deltoid,0.3|0.3,core,6,5,5,7,7,offset_load
GLUTE-087,Zercher-deadlift,hip_hinge,sagittal,compound,false,gluteus_maximus,0.6,quadriceps|spine_erectors,0.25|0.15,core,8,4,3,6,6,front_loaded_hinge
GLUTE-088,Zercher-squat,squat,sagittal,compound,false,quadriceps,0.6,gluteus_maximus|core,0.25|0.15,core,7,5,3,6,6,front_loaded_squat
