exercise_id,name,pattern,plane,mechanic,unilateral,primary_muscle,primary_activation,secondary_muscles,secondary_activations,stabilizers,joint_stress_spine,joint_stress_knee,joint_stress_shoulder,global_instability,coordination_demand,constraint_profile
HAM-028,Souleve-de-terre-avec-deficit,hip_hinge,sagittal,compound,false,hamstrings,0.6,gluteus_maximus|spine_erectors,0.25|0.15,core,8,4,3,6,6,range_extension
HAM-029,Souleve-de-terre-avec-elastique,hip_hinge,sagittal,compound,false,hamstrings,0.55,gluteus_maximus|core,0.3|0.15,core,6,3,2,5,5,elastic_resistance
HAM-030,Souleve-de-terre-avec-machine,hip_hinge,sagittal,compound,false,hamstrings,0.5,gluteus_maximus|core,0.3|0.2,core,5,3,2,3,3,machine_stability
HAM-031,Souleve-de-terre-jambes-tendues,hip_hinge,sagittal,compound,false,hamstrings,0.7,gluteus_maximus|spine_erectors,0.2|0.1,core,7,3,2,5,5,posterior_chain
HAM-032,Souleve-de-terre-roumain-kettlebell,hip_hinge,sagittal,compound,false,hamstrings,0.65,gluteus_maximus|core,0.25|0.1,core,7,3,2,6,6,offset_load
HAM-033,Souleve-de-terre-roumain-landmine,hip_hinge,sagittal,compound,false,hamstrings,0.6,gluteus_maximus|core,0.3|0.1,core,6,3,2,4,4,angled_load
HAM-034,Souleve-de-terre-sumo,hip_hinge,sagittal,compound,false,gluteus_maximus,0.55,adductors|hamstrings,0.25|0.2,core,7,4,2,5,5,wide_stance
HAM-035,Souleve-de-terre-sumo-kettlebell,hip_hinge,sagittal,compound,false,gluteus_maximus,0.55,adductors|hamstrings,0.25|0.2,core,6,4,2,6,6,offset_load
HAM-036,Souleve-de-terre-sumo-landmine,hip_hinge,sagittal,compound,false,gluteus_maximus,0.55,adductors|hamstrings,0.25|0.2,core,6,4,2,4,4,angled_load
HAM-037,Souleve-de-terre-valise-a-un-bras,hip_hinge,sagittal,compound,true,hamstrings,0.5,gluteus_maximus|core,0.3|0.2,core,7,4,2,8,8,anti_lateral_flexion
HAM-038,Squat-avec-rotation-du-tronc,squat_rotation,transverse,compound,false,gluteus_maximus,0.45,obliques|quadriceps,0.3|0.25,core,5,4,2,8,8,rotational_load
HAM-039,Squat-goblet-kettlebell,squat,sagittal,compound,false,quadriceps,0.55,hamstrings|gluteus_maximus,0.25|0.2,core,5,4,2,5,5,front_load
HAM-040,Squat-pistol,unilateral_squat,sagittal,compound,true,quadriceps,0.5,hamstrings|gluteus_maximus,0.3|0.2,core,7,5,2,9,9,high_unilateral
HAM-041,Squat-sumo-avec-haltere,squat,sagittal,compound,false,gluteus_maximus,0.55,adductors|hamstrings,0.25|0.2,core,5,5,2,5,5,wide_stance
HAM-042,Zercher-deadlift,hip_hinge,sagittal,compound,false,hamstrings,0.55,gluteus_maximus|core,0.25|0.2,core,8,4,3,6,6,front_loaded_hinge
