exercise_id,name,pattern,plane,mechanic,unilateral,primary_muscle,primary_activation,secondary_muscles,secondary_activations,stabilizers,joint_stress_spine,joint_stress_knee,joint_stress_shoulder,global_instability,coordination_demand,constraint_profile
ABS-013,Crunch machine,core_flexion,sagittal,isolation,false,rectus_abdominis,0.85,obliques,0.15,transverse_abdominis,3,1,1,2,2,stable_machine
ABS-014,Crunch papillon,core_flexion,sagittal,isolation,false,rectus_abdominis,0.7,hip_flexors|adductors,0.2|0.1,transverse_abdominis,4,1,1,3,3,hip_opening
ABS-015,Crunch poulie haute,core_flexion,sagittal,isolation,false,rectus_abdominis,0.8,obliques|hip_flexors,0.15|0.05,transverse_abdominis,4,1,2,3,3,cable_load
ABS-016,Crunch TRX,core_flexion,sagittal,compound,false,rectus_abdominis,0.6,shoulders|hip_flexors,0.25|0.15,core_global,5,1,4,7,7,instability_high
ABS-017,Crunch swiss ball,core_flexion,sagittal,isolation,false,rectus_abdominis,0.75,obliques,0.25,transverse_abdominis,3,1,1,4,3,extended_range
ABS-018,Dead bug,core_anti_extension,sagittal,compound,true,transverse_abdominis,0.6,hip_flexors|shoulders,0.25|0.15,core_global,2,1,2,6,6,coordination_core
ABS-019,Dragon flag,core_anti_extension,sagittal,compound,false,rectus_abdominis,0.6,glutes|lats,0.2|0.2,core_global,8,1,5,8,9,extreme_tension
ABS-020,Bicycle crunch,core_rotation,transverse,compound,true,obliques,0.65,rectus_abdominis|hip_flexors,0.2|0.15,core_global,4,1,1,5,6,dynamic_rotation
ABS-021,V-ups,core_flexion,sagittal,compound,false,rectus_abdominis,0.7,hip_flexors|obliques,0.2|0.1,core_global,5,1,1,6,6,lumbar_load
ABS-022,Flexion obliques banc 45,core_rotation,frontal,isolation,false,obliques,0.75,rectus_abdominis,0.25,core_global,4,1,1,3,3,side_flexion
ABS-023,Flexions laterales haltere,core_lateral_flexion,frontal,isolation,false,obliques,0.7,quadratus_lumborum,0.3,core_stability,5,1,2,3,3,loaded_side_bend
ABS-024,Flexions laterales poulie,core_lateral_flexion,frontal,isolation,false,obliques,0.75,quadratus_lumborum,0.25,core_stability,4,1,2,3,3,cable_tension
ABS-025,Bear plank,core_anti_extension,sagittal,isometric,false,transverse_abdominis,0.7,shoulders|quads,0.15|0.15,core_global,3,2,3,6,5,quadruped_stability
ABS-026,Hollow hold,core_anti_extension,sagittal,isometric,false,transverse_abdominis,0.75,rectus_abdominis|hip_flexors,0.15|0.1,core_global,4,1,1,5,4,lumbar_flattening
ABS-027,Jackknife swiss ball,core_flexion,sagittal,compound,false,rectus_abdominis,0.65,hip_flexors|shoulders,0.2|0.15,core_global,5,2,4,7,7,instability_high
ABS-028,Mountain climber,core_anti_extension,sagittal,compound,true,transverse_abdominis,0.5,hip_flexors|shoulders,0.3|0.2,core_global,4,3,3,7,7,dynamic_core
ABS-029,Planche,core_stability,sagittal,isometric,false,transverse_abdominis,0.7,rectus_abdominis|glutes,0.2|0.1,core_global,3,1,2,4,3,static_hold
ABS-030,Planche swiss ball,core_stability,sagittal,isometric,false,transverse_abdominis,0.65,shoulders|glutes,0.2|0.15,core_global,4,1,3,7,6,instability_high
ABS-031,Planche TRX,core_stability,sagittal,isometric,false,transverse_abdominis,0.6,shoulders|rectus_abdominis,0.25|0.15,core_global,5,1,4,8,7,suspension_instability
ABS-032,Planche inversee,core_stability,sagittal,isometric,false,glutes,0.6,hamstrings|shoulders,0.25|0.15,spine_erectors,2,1,3,4,3,posterior_chain
ABS-033,Planche laterale rotation,core_rotation,transverse,compound,true,obliques,0.7,transverse_abdominis|shoulders,0.2|0.1,core_global,4,1,3,7,7,rotation_control
ABS-034,Planche laterale,core_lateral_flexion,frontal,isometric,true,obliques,0.75,transverse_abdominis,0.25,core_global,3,1,2,5,4,side_stability
ABS-035,Releve genoux suspendu,core_flexion,sagittal,compound,false,lower_abs,0.65,hip_flexors|lats,0.25|0.1,grip,5,1,4,6,6,grip_demand
ABS-036,Releve jambes assis,core_flexion,sagittal,isolation,false,lower_abs,0.7,hip_flexors,0.3,core_stability,4,1,1,3,3,seated_control
ABS-037,Releve jambes suspendu,core_flexion,sagittal,compound,false,lower_abs,0.7,hip_flexors|lats,0.2|0.1,grip,6,1,5,7,7,high_spine_load
ABS-038,Releve jambes chaise romaine,core_flexion,sagittal,compound,false,lower_abs,0.7,hip_flexors,0.3,core_stability,5,1,2,5,5,support_stability
ABS-039,Rotation buste barre,core_rotation,transverse,isolation,false,obliques,0.65,spine_erectors,0.35,core_stability,5,1,2,3,4,spinal_rotation
ABS-040,Rotation poulie,core_rotation,transverse,isolation,false,obliques,0.7,transverse_abdominis,0.3,core_stability,4,1,2,4,4,cable_rotation
ABS-041,Pallof press,core_anti_rotation,transverse,isometric,false,transverse_abdominis,0.7,obliques,0.3,core_global,2,1,2,4,4,anti_rotation
ABS-042,Rotation landmine,core_rotation,transverse,compound,false,obliques,0.65,shoulders|core,0.2|0.15,core_global,5,2,4,6,6,loaded_rotation
ABS-043,Rotation suspendu,core_rotation,transverse,compound,false,obliques,0.7,hip_flexors|lats,0.2|0.1,grip,6,1,5,7,7,high_instability
ABS-044,Russian twist,core_rotation,transverse,compound,false,obliques,0.7,rectus_abdominis|hip_flexors,0.2|0.1,core_global,4,1,1,5,5,rotational_volume
ABS-045,Roulette abdos,core_anti_extension,sagittal,compound,false,transverse_abdominis,0.6,rectus_abdominis|shoulders,0.25|0.15,core_global,7,1,5,8,8,extreme_extension_load
ABS-046,Russian twist developpe,core_rotation,transverse,compound,false,obliques,0.6,shoulders|rectus_abdominis,0.25|0.15,core_global,5,2,4,6,6,coordination_complex
ABS-047,Russian twist poulie,core_rotation,transverse,isolation,false,obliques,0.75,transverse_abdominis,0.25,core_stability,4,1,2,4,4,cable_control
ABS-048,Sit up med ball,core_flexion,sagittal,compound,false,rectus_abdominis,0.7,hip_flexors|shoulders,0.2|0.1,core_global,5,1,2,4,4,loaded_flexion
ABS-049,Sit up med ball mur,core_flexion,sagittal,compound,false,rectus_abdominis,0.7,shoulders|hip_flexors,0.2|0.1,core_global,5,1,3,5,5,throw_component
ABS-050,Sit up decline,core_flexion,sagittal,compound,false,rectus_abdominis,0.75,hip_flexors,0.25,core_global,6,1,1,4,4,increased_rom
ABS-051,Sit up chaise romaine,core_flexion,sagittal,compound,false,rectus_abdominis,0.7,hip_flexors,0.3,core_stability,5,1,2,4,4,support_assist
ABS-052,Touche talons,core_lateral_flexion,frontal,isolation,false,obliques,0.75,rectus_abdominis,0.25,core_stability,3,1,1,3,3,short_range
ABS-053,Windmill,core_rotation,frontal,compound,true,obliques,0.6,shoulders|hamstrings,0.25|0.15,core_global,6,2,5,7,7,mobility_strength
ABS-054,Zercher carry,core_anti_extension,sagittal,compound,false,core_global,0.6,glutes|quads,0.25|0.15,spine_erectors,6,3,2,6,5,loaded_carry
ABS-055,Pont - Grimpeur (cross body),core_anti_rotation,sagittal,compound,true,rectus_abdominis,0.85,obliques|glutes|shoulders,0.2|0.15|0.1,core,2,1,2,5,4,bodyweight_basic
ABS-056,Sit-up 3/4,core_flexion,sagittal,compound,false,rectus_abdominis,0.7,obliques,0.2,core,3,1,2,4,3,bodyweight_basic
ABS-057,Flexion latérale à 45°,core_lateral_flexion,frontal,compound,true,obliques,0.65,rectus_abdominis,0.1,core,2,1,1,3,4,bodyweight_basic
ABS-058,Bicyclette aérienne,core_rotation,transverse,compound,true,rectus_abdominis,0.8,obliques,0.25,core,3,1,2,5,6,bodyweight_basic
ABS-059,Toucher les talons alternés,core_flexion,sagittal,compound,true,rectus_abdominis,0.75,obliques,0.2,core,3,1,1,4,4,bodyweight_basic
ABS-060,Lifting des jambes pliées aux barres,core_flexion,sagittal,compound,false,rectus_abdominis,0.8,hip_flexors,0.15,core,3,1,1,5,4,bodyweight_basic
ABS-061,Lifting des jambes droites aux barres,core_flexion,sagittal,compound,false,rectus_abdominis,0.85,hip_flexors,0.2,core,3,1,1,5,4,bodyweight_basic
ABS-062,Sit-up complet bras au-dessus de la tête (hommes),core_flexion,sagittal,compound,false,rectus_abdominis,0.8,hip_flexors,0.15,core,4,1,2,3,3,bodyweight_basic
ABS-063,Planche latérale en position inclinée poids de corps,core_stability,frontal,isolation,true,rectus_abdominis,0.75,obliques,0.2,core,1,1,1,4,5,bodyweight_basic
ABS-064,Soulevé de bassin,core_flexion,sagittal,compound,false,rectus_abdominis,0.85,,,core,3,1,1,3,4,bodyweight_basic
ABS-065,Élévations de fesses,core_flexion,sagittal,isolation,false,rectus_abdominis,0.8,transverse_abdominis|obliques,0.2|0.15,core,2,1,1,3,4,bodyweight_basic
ABS-066,Élévations de jambes en position de chaise du capitaine,core_flexion,sagittal,isolation,false,rectus_abdominis,0.85,hip_flexors,0.25,core,3,1,1,2,4,bodyweight_basic
ABS-067,Cocon,core_flexion,sagittal,isolation,false,rectus_abdominis,0.75,,,core,1,1,1,5,4,bodyweight_basic
ABS-068,Torsion de crabe avec toucher des orteils,core_rotation,transverse,compound,true,rectus_abdominis,0.7,obliques,0.25,core,2,1,2,6,8,bodyweight_basic
ABS-069,Crunch croisé,core_rotation,sagittal,isolation,false,rectus_abdominis,0.7,obliques,0.25,core,1,1,1,4,5,bodyweight_basic
ABS-070,Crunch (bras en l'air),core_flexion,sagittal,isolation,false,rectus_abdominis,0.75,,,core,1,1,1,5,3,bodyweight_basic
ABS-071,Crunch au sol,core_flexion,sagittal,isolation,false,rectus_abdominis,0.7,,,core,1,1,1,4,4,bodyweight_basic
ABS-072,Curl-up,core_flexion,sagittal,isolation,false,rectus_abdominis,0.75,,,core,1,1,1,5,3,bodyweight_basic
ABS-073,Crunch déclin,core_flexion,sagittal,isolation,false,rectus_abdominis,0.8,,,core,1,1,1,5,3,bodyweight_basic
ABS-074,Sit-up déclin,core_flexion,sagittal,isolation,false,rectus_abdominis,0.75,,,core,1,1,1,5,3,bodyweight_basic
ABS-075,Coudes au genou,core_rotation,sagittal,compound,false,rectus_abdominis,0.75,obliques,0.25,core,2,1,1,3,4,bodyweight_basic
ABS-076,Drapeau,core_anti_extension,frontal,isolation,true,rectus_abdominis,0.9,,,core,3,1,2,7,8,bodyweight_basic
ABS-077,Flexion des jambes assises (genoux fléchis),core_flexion,sagittal,compound,false,rectus_abdominis,0.75,,,core,2,1,1,2,3,bodyweight_basic
ABS-078,Flexion des jambes assises (bras tendus),core_flexion,sagittal,compound,false,rectus_abdominis,0.8,,,core,2,1,1,2,3,bodyweight_basic
ABS-079,Crunch grenouille,core_flexion,sagittal,compound,false,rectus_abdominis,0.75,,,core,2,1,1,2,3,bodyweight_basic
ABS-080,Planche grenouille,core_anti_extension,sagittal,compound,false,rectus_abdominis,0.85,shoulders,0.15,core,3,1,2,5,6,bodyweight_basic
ABS-081,Lever avant,core_stability,transverse,compound,false,rectus_abdominis,0.85,core|lats|glutes,0.15|0.1|0.1,core|shoulders,4,1,3,6,7,bodyweight_basic
ABS-082,Planche avant avec rotation,core_rotation,transverse,compound,false,rectus_abdominis,0.75,obliques|glutes,0.25|0.15,core|shoulders,3,1,3,6,6,bodyweight_basic
ABS-083,Maltese complet,core_stability,sagittal,compound,false,rectus_abdominis,0.82,core|glutes,0.2|0.15,core|shoulders,2,1,3,5,5,bodyweight_basic
ABS-084,Planche complète,core_stability,sagittal,compound,false,rectus_abdominis,0.9,shoulders|lats,0.2|0.15,core|shoulders,4,1,4,7,8,bodyweight_basic
ABS-085,Moulin à vent avancé avec kettlebell,core_lateral_flexion,sagittal,compound,true,obliques,0.7,hamstrings|glutes,0.2|0.15|0.1,core,3,2,2,6,5,free_weight_complex
ABS-086,Presse déclinée avec kettlebell,core_rotation,sagittal,compound,true,obliques,0.75,glutes,0.2|0.15,core,3,2,3,5,6,free_weight_complex
ABS-087,Moulin à vent double avec kettlebell,core_lateral_flexion,sagittal,compound,false,obliques,0.7,core|glutes,0.2|0.15,core,3,2,3,5,6,free_weight_complex
ABS-088,Figuré 8 avec kettlebell,core_rotation,frontal,compound,false,core,0.7,obliques|hip_flexors,0.2|0.1,core|shoulders,3,2,2,4,5,bodyweight_basic
ABS-089,Moulin à vent avec kettlebell,core_lateral_flexion,frontal,compound,true,abdos,0.7,obliques,0.2,core,3,1,3,5,6,free_weight_complex
ABS-090,Chin gorille,pull_vertical,sagittal,compound,false,rectus_abdominis,0.9,biceps_brachii|core,0.25|0.15,core,3,1,2,5,4,bodyweight_basic
ABS-091,Crunch de l'aine,core_flexion,sagittal,isolation,false,rectus_abdominis,0.8,obliques,0.2,core,2,1,1,3,4,bodyweight_basic
ABS-092,Demi-sit-up (homme),core_flexion,sagittal,isolation,false,rectus_abdominis,0.75,obliques,0.15,core,2,1,1,4,4,bodyweight_basic
ABS-093,Élévation de jambe suspendue,core_flexion,sagittal,isolation,false,rectus_abdominis,0.85,none,,core,3,1,1,5,6,bodyweight_basic
ABS-094,Élévation de jambes suspendue,core_flexion,sagittal,isolation,false,rectus_abdominis,0.85,none,,core,3,1,1,5,6,bodyweight_basic
ABS-095,Élévation de genoux obliques suspendue,core_rotation,sagittal,isolation,false,rectus_abdominis,0.85,obliques,0.2,core,3,1,1,6,6,bodyweight_basic
ABS-096,Pike suspendu,core_flexion,sagittal,isolation,false,rectus_abdominis,0.9,none,,core,3,1,1,5,6,bodyweight_basic
ABS-097,Élévation des jambes droites suspendues,core_flexion,sagittal,compound,false,rectus_abdominis,0.8,hip_flexors|obliques,0.2|0.1,core,3,1,2,4,5,bodyweight_basic
ABS-098,Élévation des jambes droites suspendues,core_flexion,sagittal,compound,false,rectus_abdominis,0.85,hip_flexors|obliques,0.25|0.15,core,3,1,2,4,5,bodyweight_basic
ABS-099,Élévation des jambes droites avec rotation suspendue,core_rotation,transverse,compound,false,rectus_abdominis,0.9,hip_flexors|obliques,0.25|0.2,core,3,1,2,5,6,bodyweight_basic
ABS-100,Élévation des hanches (genoux pliés),hip_extension,sagittal,compound,false,rectus_abdominis,0.7,glutes,0.25,core,2,1,1,3,4,bodyweight_basic
ABS-101,Inchworm,mobility_stability,sagittal,compound,false,rectus_abdominis,0.7,shoulders,0.2,core,2,1,2,4,5,bodyweight_basic
ABS-102,Inchworm version 2,mobility_stability,sagittal,compound,false,rectus_abdominis,0.75,shoulders,0.2,core,2,1,2,4,5,bodyweight_basic
ABS-103,Élévation de la jambe sur banc incliné (jambe droite),hip_extension,sagittal,compound,false,rectus_abdominis,0.75,hip_flexors,0.2,core,2,1,1,3,4,bodyweight_basic
ABS-104,Sit-up inclinée avec rotation,core_rotation,sagittal,compound,false,rectus_abdominis,0.75,obliques|transverse_abdominis,0.2|0.2,core,3,2,1,4,5,bodyweight_basic
ABS-105,Sit-up en forme de couteau,core_flexion,sagittal,compound,false,rectus_abdominis,0.8,hip_flexors,0.15,core,3,2,1,4,6,bodyweight_basic
ABS-106,Sit-up de Janda,core_flexion,sagittal,compound,false,rectus_abdominis,0.75,hip_flexors,0.15,core,3,2,1,4,5,bodyweight_basic
ABS-107,crunch touch genoux,core_flexion,sagittal,isolation,false,rectus_abdominis,0.85,obliques,0.2,core,1,1,1,2,3,bodyweight_basic
ABS-108,toucher épaule en planche à genoux (homme),core_anti_rotation,sagittal,compound,true,rectus_abdominis,0.75,obliques,0.2,core,2,2,1,5,6,bodyweight_basic
ABS-109,l-sit au sol,core_stability,sagittal,isolation,false,rectus_abdominis,0.9,,,core,1,1,1,2,4,bodyweight_basic
ABS-110,planche inclinée,core_anti_extension,sagittal,isolation,false,rectus_abdominis,0.85,,,core,2,1,2,3,5,bodyweight_basic
ABS-111,tirage de jambes sur banc plat,core_flexion,sagittal,isolation,false,rectus_abdominis,0.9,,,core,1,1,1,2,3,bodyweight_basic
ABS-112,Fente avec torsion,core_rotation,sagittal,compound,true,rectus_abdominis,0.75,glutes|quads,0.2|0.25,core,2,3,1,5,6,bodyweight_basic
ABS-113,Coudée à genou allongé,core_flexion,sagittal,compound,true,rectus_abdominis,0.8,obliques,0.15,core,2,2,1,5,6,bodyweight_basic
ABS-114,"Élévation des jambes, banc plat",core_flexion,sagittal,compound,false,rectus_abdominis,0.75,,,core,2,1,1,3,4,bodyweight_basic
ABS-115,Élévation des jambes et des hanches allongé,core_flexion,sagittal,compound,false,rectus_abdominis,0.77,,,core,2,1,1,3,3,bodyweight_basic
ABS-116,Crunch négatif,core_flexion,sagittal,isolation,false,rectus_abdominis,0.6,,,core,2,1,1,3,4,bodyweight_basic
ABS-117,Crunch oblique v. 2,core_rotation,sagittal,isolation,true,obliques,0.7,rectus_abdominis,0.25,core,2,1,1,3,5,bodyweight_basic
ABS-118,Crunch oblique au sol,core_rotation,sagittal,isolation,true,obliques,0.7,rectus_abdominis,0.25,core,2,1,1,3,5,bodyweight_basic
ABS-119,Inclinaison pelvienne,core_anti_extension,sagittal,isolation,false,transverse_abdominis,0.5,,,core,2,1,1,3,3,bodyweight_basic
ABS-120,Pas arrière avec portée vers le haut,core_lateral_flexion,frontal,compound,true,rectus_abdominis,0.6,glutes|hip_flexors,0.2|0.15,core,1,2,2,5,6,bodyweight_basic
ABS-121,Squat potty,squat,sagittal,compound,false,rectus_abdominis,0.5,glutes|hamstrings,0.2|0.15,core,2,3,1,4,4,bodyweight_basic
ABS-122,Planche Power Point,core_stability,sagittal,isolation,false,core,0.8,glutes|shoulders,0.2|0.25,core|shoulders,1,1,2,6,5,bodyweight_basic
ABS-123,Sit-up prisonnier (homme),core_flexion,sagittal,isolation,false,rectus_abdominis,0.7,hip_flexors,0.1,core,2,1,1,2,3,bodyweight_basic
ABS-124,Flip judo avec câble,core_rotation,transverse,compound,true,rectus_abdominis,0.85,obliques|lats,0.2|0.1,core,3,2,2,5,6,cable_constant
ABS-125,Crunch à genoux avec câble,core_flexion,sagittal,compound,false,rectus_abdominis,0.9,core,0.1,core,2,1,1,2,4,cable_constant
ABS-126,Crunch inversé à la poulie,core_flexion,sagittal,isolation,false,rectus_abdominis,0.85,,,core,2,1,1,2,3,cable_constant
ABS-127,Twists russes avec câble (sur ballon de stabilité),core_rotation,transverse,compound,false,rectus_abdominis,0.7,obliques,0.15,core,2,1,1,3,5,cable_constant
