exercise_id,name,pattern,plane,mechanic,unilateral,primary_muscle,primary_activation,secondary_muscles,secondary_activations,stabilizers,joint_stress_spine,joint_stress_knee,joint_stress_shoulder,global_instability,coordination_demand,constraint_profile
FOR-014,Clean alternatif avançé avec kettlebell,vertical_push,sagittal,compound,true,biceps_brachii,0.8,shoulders|core|hamstrings,0.25|0.2|0.1,core,2,2,2,4,7,free_weight_complex
FOR-015,Clean inversé avec kettlebell en position de pendu,vertical_push,sagittal,compound,true,biceps_brachii,0.85,shoulders|core,0.25|0.15,core,2,2,3,4,6,free_weight_complex
FOR-016,Clean double alterné,vertical_push,sagittal,compound,false,biceps_brachii,0.8,shoulders|core,0.25|0.15,core,2,2,3,5,7,free_weight_complex
FOR-017,Pompe modifiée pour abaisser les bras,horizontal_push,sagittal,compound,false,triceps_brachii,0.75,pectoralis_major,0.2,core,2,1,2,3,4,bodyweight_basic
FOR-018,curl biceps alterné avec haltères,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.9,,,core,1,1,2,2,4,free_weight_complex
FOR-019,curl biceps alterné avec bras blaster,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.9,,,core,1,1,2,2,5,free_weight_complex
FOR-020,curl biceps alterné sur banc preacher,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.9,,,core,1,1,2,3,4,free_weight_complex
FOR-021,curl biceps alterné sur banc preacher,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.9,,,core,1,1,2,3,4,free_weight_complex
FOR-022,curl biceps alterné assis avec haltères,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.9,,,core,1,1,2,3,4,free_weight_complex
FOR-023,curl biceps alterné avec jambe levée sur ballon,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.85,,,core,2,2,2,6,5,free_weight_complex
FOR-024,curl biceps alterné assis sur ballon,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.85,,,core,2,2,2,5,6,free_weight_complex
FOR-025,Fente avec curl biceps et mouvement de bowling,complex_rotation,sagittal,compound,true,biceps_brachii,0.7,glutes|hamstrings|core,0.2|0.1|0.15,core,2,2,3,5,6,free_weight_complex
FOR-026,Curl biceps sur un ballon de fitness avec jambe levée,core_stability,sagittal,isolation,true,biceps_brachii,0.65,core,0.2,core,2,1,2,6,4,bodyweight_basic
FOR-027,Curl biceps avec position de cigogne,complex_stability,sagittal,isolation,true,biceps_brachii,0.7,core,0.15|0.1,core,2,1,2,5,6,free_weight_complex
FOR-028,Curl biceps avec haltères,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.75,none,,core,2,1,2,3,4,free_weight_complex
FOR-029,Curl biceps avec bras blaster,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.75,none,,core,2,1,2,3,4,free_weight_complex
FOR-030,Curl biceps inversé,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.75,none,,core,2,1,2,2,4,free_weight_complex
FOR-031,Curl biceps en squat,squat,sagittal,compound,false,biceps_brachii,0.7,quadriceps|glutes,0.2|0.1,core,3,2,2,4,5,free_weight_complex
FOR-032,Curl biceps en V sur une bosu ball,core_stability,sagittal,isolation,false,biceps_brachii,0.65,core,0.2,core,2,1,2,6,4,bodyweight_basic
FOR-033,Curl concentration avec haltère,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.75,none,,core,2,1,2,2,3,bodyweight_basic
FOR-034,Curl marteau croisé avec haltères,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.8,brachioradialis|brachialis,0.2|0.15,core,2,1,2,3,4,free_weight_complex
FOR-035,Curl marteau croisé avec haltères v. 2,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.75,brachioradialis|brachialis,0.25|0.1,core,2,1,2,3,4,free_weight_complex
FOR-036,Flexions des doigts avec haltères,wrist_flexion,sagittal,isolation,true,avant-bras,0.7,,,core,1,1,1,2,3,free_weight_complex
FOR-037,Flexion des coudes avec haltères (marteau),elbow_flexion,sagittal,isolation,false,biceps_brachii,0.9,,,core,1,1,1,3,4,free_weight_complex
FOR-038,Curl marteau sur ballon d'exercice,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.85,core,0.2,core,1,1,1,3,4,free_weight_complex
FOR-039,Curl marteau v. 2 avec haltères,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.9,,,core,1,1,1,3,4,free_weight_complex
FOR-040,Curl marteau (avec support de bras),elbow_flexion,sagittal,isolation,false,biceps_brachii,0.9,,,core,1,1,1,3,4,free_weight_complex
FOR-041,Curl haut avec haltères,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.9,,,core,1,1,1,3,4,free_weight_complex
FOR-042,Curl incliné avec haltères,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.85,,,core,1,1,1,3,4,free_weight_complex
FOR-043,Curl incliné avec haltères,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.87,brachialis|brachioradialis,0.25|0.2,core,1,1,2,3,3,free_weight_complex
FOR-044,Curl incliné v. 2 avec haltères,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.88,brachialis|brachioradialis,0.26|0.2,core,1,1,2,3,3,free_weight_complex
FOR-045,Curl marteau incliné avec haltères,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.86,brachialis|brachioradialis,0.25|0.2,core,1,1,2,3,3,free_weight_complex
FOR-046,Curl incliné interne avec haltères,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.88,brachialis,0.25,core,1,1,2,3,3,free_weight_complex
FOR-047,Curl biceps genouillé sur ballon de gym,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.8,,,core,2,1,2,4,3,bodyweight_basic
FOR-048,Curl à prise serrée avec câble,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.85,none,,core,1,1,2,2,3,cable_constant
FOR-049,Curl de concentration avec câble,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.8,core,0.1,core,1,1,2,2,3,cable_constant
FOR-050,Extension de concentration (sur genou) avec câble,elbow_extension,sagittal,isolation,true,triceps_brachii,0.75,core,0.1,core,1,1,2,2,2,cable_constant
FOR-051,Curl avec câble,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.85,forearm_flexors,0.1,core,1,1,2,2,3,cable_constant
FOR-052,Curl à câbles en traction,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.9,,,core,1,1,2,2,3,cable_constant
FOR-053,Curl marteau à câbles (avec corde),elbow_flexion,sagittal,isolation,false,biceps_brachii,0.85,,,core,1,1,2,2,3,cable_constant
FOR-054,Curl biceps allongé avec câble,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.85,core,0.1,core,1,1,2,2,3,cable_constant
FOR-055,Curl allongé avec prise étroite à la poulie,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.8,brachialis|brachioradialis,0.2|0.1,core,1,1,2,2,3,cable_constant
FOR-056,Curl à un bras avec poulie,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.8,brachialis,0.2,core,1,1,2,2,3,cable_constant
FOR-057,Curl de prêcheur à un bras avec poulie,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.85,brachialis,0.15,core,1,1,2,2,3,cable_constant
FOR-058,Curl inverse unilatéral à la machine,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.8,brachialis,0.15,core,1,1,1,3,2,cable_constant
FOR-059,Extensions triceps unilatérales à la machine,vertical_push,sagittal,isolation,true,triceps_brachii,0.75,core,0.1,core,2,1,3,4,3,cable_constant
FOR-060,Curl au-dessus de la tête à la machine,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.65,core,0.1,core,1,1,2,3,5,cable_constant
FOR-061,Curl au-dessus de la tête sur ballon,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.65,core,0.1,core,1,1,2,3,5,cable_constant
FOR-062,Curl à la machine,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.8,brachialis,0.15,core,1,1,1,3,3,cable_constant
FOR-063,Curl biceps tirage à la machine,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.75,brachialis,0.15,core,1,1,2,3,3,cable_constant
FOR-064,Extension des triceps à la poulie,vertical_push,sagittal,isolation,false,triceps_brachii,0.8,,,core,2,1,2,2,3,cable_constant
FOR-065,Extension des triceps à la poulie (avec attache de corde),vertical_push,sagittal,isolation,false,triceps_brachii,0.85,,,core,2,1,2,2,3,cable_constant
FOR-066,Curl inversé à la poulie,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.8,forearm_flexors,0.1,core,1,1,1,2,3,cable_constant
FOR-067,Extension des triceps (prise inversée) à la poulie (barre en W) (avec blaster de bras),vertical_push,sagittal,isolation,false,triceps_brachii,0.85,,,core,2,1,2,2,3,cable_constant
FOR-068,Curl inversé à la poulie (un bras),elbow_flexion,sagittal,isolation,true,biceps_brachii,0.75,forearm_flexors,0.1,core,1,1,1,2,3,cable_constant
FOR-069,Curl inversé à la poulie (prêcheur),elbow_flexion,sagittal,isolation,false,biceps_brachii,0.8,,,core,1,1,1,2,3,cable_constant
FOR-070,Curl inversé des poignets à la poulie,wrist_flexion,sagittal,isolation,false,wrist_flexors,0.75,,,core,1,1,1,2,3,cable_constant
FOR-071,Extension des triceps (prise inversée) à la poulie,vertical_push,sagittal,isolation,false,triceps_brachii,0.8,,,core,2,1,2,2,3,cable_constant
FOR-072,Curl marteau avec corde de câble sur banc,elbow_flexion,sagittal,isolation,false,biceps_brachii,0.83,brachialis,0.15,core,1,1,1,2,3,cable_constant
FOR-073,Curl marteau avec corde de câble à un bras sur banc,elbow_flexion,sagittal,isolation,true,biceps_brachii,0.84,brachialis,0.15,core,1,1,1,2,3,cable_constant
